id      ,team                                     ,year ,classification ,division                    ,conference ,week             ,opp ,team score ,opp score ,result ,location ,season type ,week                                     ,opp ,team score ,opp score ,result ,location ,season type ,week                                     ,opp ,team score ,opp score ,result ,location ,season type ,week                                     ,opp ,team score ,opp score ,result ,location ,season type ,week                                     ,opp ,team score ,opp score ,result ,location ,season type ,week                        ,opp ,team score ,opp score ,result ,location ,season type ,week                                     ,opp ,team score ,opp score ,result ,location ,season type ,week                                     ,opp ,team score ,opp score ,result ,location ,season type ,week                                     ,opp ,team score ,opp score ,result ,location ,season type ,week                                     ,opp ,team score ,opp score ,result ,location ,season type ,week                                     ,opp ,team score ,opp score ,result ,location ,season type ,week                                     ,opp ,team score ,opp score ,result ,location ,season type ,week                     ,opp ,team score ,opp score ,result ,location ,season type ,week                     ,opp ,team score ,opp score ,result ,location ,season type ,week                     ,opp ,team score ,opp score ,result ,location ,season type ,week                 ,opp ,team score ,opp score ,result ,location ,season type ,week ,opp ,team score ,opp score ,result ,location ,season type ,week ,opp ,team score ,opp score ,result ,location ,season type 
   2429 ,Charlotte                                ,2021 ,fbs            ,Conference USA              ,         0 ,0                ,  0 ,         0 ,        0 ,     0 ,regular  ,          1 ,Duke                                     , 31 ,        28 ,        1 ,   1   ,regular  ,          2 ,Gardner-Webb                             , 38 ,        10 ,        1 ,   1   ,regular  ,          3 ,Georgia State                            ,  9 ,        20 ,        0 ,   0   ,regular  ,          4 ,Middle Tennessee                         , 42 ,        39 ,        1 ,   1   ,regular  ,          5 ,Illinois                    , 14 ,        24 ,        0 ,   0   ,regular  ,          6 ,Florida International                    , 45 ,        33 ,        1 ,   0   ,regular  ,          7 ,0                                        ,  0 ,         0 ,        0 ,     0 ,regular  ,          8 ,Florida Atlantic                         ,  9 ,        38 ,        0 ,     1 ,regular  ,          9 ,Western Kentucky                         , 13 ,        45 ,        0 ,   0   ,regular  ,         10 ,Rice                                     , 31 ,        24 ,        1 ,   1   ,regular  ,         11 ,Louisiana Tech                           , 32 ,        42 ,        0 ,     0 ,regular  ,         12 ,Marshall                 , 28 ,        49 ,        0 ,   1   ,regular  ,         13 ,Old Dominion             , 34 ,        56 ,        0 ,   0   ,regular  ,         14 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         15 ,0                    ,  0 ,         0 ,        0 ,     0 ,regular  
    236 ,Chattanooga                              ,2021 ,fcs            ,Southern                    ,         0 ,0                ,  0 ,         0 ,        0 ,     0 ,regular  ,          1 ,Austin Peay                              , 20 ,        30 ,        0 ,   1   ,regular  ,          2 ,North Alabama                            , 20 ,         0 ,        1 ,   0   ,regular  ,          3 ,Kentucky                                 , 23 ,        28 ,        0 ,   0   ,regular  ,          4 ,0                                        ,  0 ,         0 ,        0 ,   0   ,regular  ,          5 ,Western Carolina            , 45 ,        17 ,        1 ,   1   ,regular  ,          6 ,VMI                                      , 34 ,        37 ,        0 ,   0   ,regular  ,          7 ,East Tennessee State                     , 21 ,        16 ,        1 ,     1 ,regular  ,          8 ,Samford                                  , 55 ,        13 ,        1 ,     0 ,regular  ,          9 ,Furman                                   , 13 ,         3 ,        1 ,   1   ,regular  ,         10 ,Wofford                                  , 35 ,        10 ,        1 ,   0   ,regular  ,         11 ,Mercer                                   ,  6 ,        10 ,        0 ,     0 ,regular  ,         12 ,The Citadel              , 21 ,        24 ,        0 ,   1   ,regular  ,         13 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         14 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         15 ,0                    ,  0 ,         0 ,        0 ,     0 ,regular  
   2132 ,Cincinnati                               ,2021 ,fbs            ,American Athletic           ,         0 ,0                ,  0 ,         0 ,        0 ,     0 ,regular  ,          1 ,Miami (OH)                               , 49 ,        14 ,        1 ,   1   ,regular  ,          2 ,Murray State                             , 42 ,         7 ,        1 ,   1   ,regular  ,          3 ,Indiana                                  , 38 ,        24 ,        1 ,   0   ,regular  ,          4 ,0                                        ,  0 ,         0 ,        0 ,   0   ,regular  ,          5 ,Notre Dame                  , 24 ,        13 ,        1 ,   0   ,regular  ,          6 ,Temple                                   , 52 ,         3 ,        1 ,   1   ,regular  ,          7 ,UCF                                      , 56 ,        21 ,        1 ,     1 ,regular  ,          8 ,Navy                                     , 27 ,        20 ,        1 ,     0 ,regular  ,          9 ,Tulane                                   , 31 ,        12 ,        1 ,   0   ,regular  ,         10 ,Tulsa                                    , 28 ,        20 ,        1 ,   1   ,regular  ,         11 ,South Florida                            , 45 ,        28 ,        1 ,     0 ,regular  ,         12 ,SMU                      , 48 ,        14 ,        1 ,   1   ,regular  ,         13 ,East Carolina            , 35 ,        13 ,        1 ,   0   ,regular  ,         14 ,Houston                  , 35 ,        20 ,        1 ,   1   ,regular  ,         15 ,0                    ,  0 ,         0 ,        0 ,     0 ,regular  
   2134 ,Clarion                                  ,2021 ,ii             ,Pennsylvania State Athletic ,         0 ,0                ,  0 ,         0 ,        0 ,     0 ,regular  ,          1 ,Lake Erie College                        , 26 ,        31 ,        0 ,   1   ,regular  ,          2 ,Millersville                             , 17 ,        21 ,        0 ,   1   ,regular  ,          3 ,Shippensburg                             , 33 ,        62 ,        0 ,   1   ,regular  ,          4 ,Gannon                                   , 21 ,        56 ,        0 ,   0   ,regular  ,          5 ,Slippery Rock               ,  0 ,        75 ,        0 ,   0   ,regular  ,          6 ,Indiana (PA)                             , 21 ,        58 ,        0 ,   1   ,regular  ,          7 ,0                                        ,  0 ,         0 ,        0 ,     0 ,regular  ,          8 ,Seton Hill College                       ,  0 ,        49 ,        0 ,     1 ,regular  ,          9 ,Mercyhurst                               , 20 ,        38 ,        0 ,   1   ,regular  ,         10 ,Edinboro                                 , 10 ,        17 ,        0 ,   0   ,regular  ,         11 ,Shepherd                                 ,  0 ,        55 ,        0 ,     0 ,regular  ,         12 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         13 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         14 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         15 ,0                    ,  0 ,         0 ,        0 ,     0 ,regular  
   2805 ,Clark Atlanta                            ,2021 ,ii             ,SIAC                        ,         0 ,0                ,  0 ,         0 ,        0 ,     0 ,regular  ,          1 ,Livingstone                              , 13 ,        10 ,        1 ,   0   ,regular  ,          2 ,Lane                                     , 26 ,        35 ,        0 ,   1   ,regular  ,          3 ,Shorter                                  , 17 ,        38 ,        0 ,   1   ,regular  ,          4 ,Albany State (GA)                        ,  0 ,        49 ,        0 ,   0   ,regular  ,          5 ,Tuskegee                    ,  0 ,        21 ,        0 ,   0   ,regular  ,          6 ,Allen                                    , 21 ,        12 ,        1 ,   1   ,regular  ,          7 ,Savannah State                           , 14 ,        49 ,        0 ,     0 ,regular  ,          8 ,Fort Valley State                        ,  7 ,        40 ,        0 ,     0 ,regular  ,          9 ,Benedict College                         , 21 ,        24 ,        0 ,   1   ,regular  ,         10 ,Morehouse                                , 26 ,        35 ,        0 ,   1   ,regular  ,         11 ,0                                        ,  0 ,         0 ,        0 ,     0 ,regular  ,         12 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         13 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         14 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         15 ,0                    ,  0 ,         0 ,        0 ,     0 ,regular  
    228 ,Clemson                                  ,2021 ,fbs            ,ACC                         ,         0 ,0                ,  0 ,         0 ,        0 ,     0 ,regular  ,          1 ,Georgia                                  ,  3 ,        10 ,        0 ,   0.5 ,regular  ,          2 ,South Carolina State                     , 49 ,         3 ,        1 ,   1   ,regular  ,          3 ,Georgia Tech                             , 14 ,         8 ,        1 ,   1   ,regular  ,          4 ,NC State                                 , 21 ,        27 ,        0 ,   0   ,regular  ,          5 ,Boston College              , 19 ,        13 ,        1 ,   1   ,regular  ,          6 ,0                                        ,  0 ,         0 ,        0 ,   0   ,regular  ,          7 ,Syracuse                                 , 17 ,        14 ,        1 ,     0 ,regular  ,          8 ,Pittsburgh                               , 17 ,        27 ,        0 ,     0 ,regular  ,          9 ,Florida State                            , 30 ,        20 ,        1 ,   1   ,regular  ,         10 ,Louisville                               , 30 ,        24 ,        1 ,   0   ,regular  ,         11 ,Connecticut                              , 44 ,         7 ,        1 ,     1 ,regular  ,         12 ,Wake Forest              , 48 ,        27 ,        1 ,   1   ,regular  ,         13 ,South Carolina           , 30 ,         0 ,        1 ,   0   ,regular  ,         14 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         15 ,0                    ,  0 ,         0 ,        0 ,     0 ,regular  
    324 ,Coastal Carolina                         ,2021 ,fbs            ,Sun Belt                    ,         0 ,0                ,  0 ,         0 ,        0 ,     0 ,regular  ,          1 ,The Citadel                              , 52 ,        14 ,        1 ,   1   ,regular  ,          2 ,Kansas                                   , 49 ,        22 ,        1 ,   1   ,regular  ,          3 ,Buffalo                                  , 28 ,        25 ,        1 ,   0   ,regular  ,          4 ,UMass                                    , 53 ,         3 ,        1 ,   1   ,regular  ,          5 ,Louisiana Monroe            , 59 ,         6 ,        1 ,   1   ,regular  ,          6 ,Arkansas State                           , 52 ,        20 ,        1 ,   0   ,regular  ,          7 ,0                                        ,  0 ,         0 ,        0 ,     0 ,regular  ,          8 ,Appalachian State                        , 27 ,        30 ,        0 ,     0 ,regular  ,          9 ,Troy                                     , 35 ,        28 ,        1 ,   1   ,regular  ,         10 ,Georgia Southern                         , 28 ,         8 ,        1 ,   0   ,regular  ,         11 ,Georgia State                            , 40 ,        42 ,        0 ,     1 ,regular  ,         12 ,Texas State              , 35 ,        21 ,        1 ,   1   ,regular  ,         13 ,South Alabama            , 27 ,        21 ,        1 ,   0   ,regular  ,         14 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         15 ,0                    ,  0 ,         0 ,        0 ,     0 ,regular  
   2142 ,Colgate                                  ,2021 ,fcs            ,Patriot                     ,         0 ,0                ,  0 ,         0 ,        0 ,     0 ,regular  ,          1 ,Boston College                           ,  0 ,        51 ,        0 ,   0   ,regular  ,          2 ,Stony Brook                              ,  3 ,        24 ,        0 ,   1   ,regular  ,          3 ,William & Mary                           ,  7 ,        27 ,        0 ,   1   ,regular  ,          4 ,Lehigh                                   , 30 ,         3 ,        1 ,   1   ,regular  ,          5 ,Georgetown                  , 28 ,        21 ,        1 ,   0   ,regular  ,          6 ,Brown                                    , 10 ,        31 ,        0 ,   0   ,regular  ,          7 ,Cornell                                  , 20 ,        34 ,        0 ,     0 ,regular  ,          8 ,Holy Cross                               , 10 ,        42 ,        0 ,     0 ,regular  ,          9 ,Bucknell                                 , 33 ,        10 ,        1 ,   1   ,regular  ,         10 ,0                                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         11 ,Lafayette                                , 20 ,        13 ,        1 ,     0 ,regular  ,         12 ,Fordham                  , 45 ,        31 ,        1 ,   1   ,regular  ,         13 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         14 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         15 ,0                    ,  0 ,         0 ,        0 ,     0 ,regular  
     38 ,Colorado                                 ,2021 ,fbs            ,Pac-12                      ,         0 ,0                ,  0 ,         0 ,        0 ,     0 ,regular  ,          1 ,Northern Colorado                        , 35 ,         7 ,        1 ,   1   ,regular  ,          2 ,Texas A&M                                ,  7 ,        10 ,        0 ,   0.5 ,regular  ,          3 ,Minnesota                                ,  0 ,        30 ,        0 ,   1   ,regular  ,          4 ,Arizona State                            , 13 ,        35 ,        0 ,   0   ,regular  ,          5 ,USC                         , 14 ,        37 ,        0 ,   1   ,regular  ,          6 ,0                                        ,  0 ,         0 ,        0 ,   0   ,regular  ,          7 ,Arizona                                  , 34 ,         0 ,        1 ,     1 ,regular  ,          8 ,California                               ,  3 ,        26 ,        0 ,     0 ,regular  ,          9 ,Oregon                                   , 29 ,        52 ,        0 ,   0   ,regular  ,         10 ,Oregon State                             , 37 ,        34 ,        1 ,   1   ,regular  ,         11 ,UCLA                                     , 20 ,        44 ,        0 ,     0 ,regular  ,         12 ,Washington               , 20 ,        17 ,        1 ,   1   ,regular  ,         13 ,Utah                     , 13 ,        28 ,        0 ,   0   ,regular  ,         14 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         15 ,0                    ,  0 ,         0 ,        0 ,     0 ,regular  
     11 ,Colorado Mesa                            ,2021 ,ii             ,Rocky Mountain              ,         0 ,0                ,  0 ,         0 ,        0 ,     0 ,regular  ,          1 ,William Jewell College                   , 40 ,         3 ,        1 ,   1   ,regular  ,          2 ,0                                        ,  0 ,         0 ,        0 ,   0   ,regular  ,          3 ,New Mexico Highlands                     , 56 ,        37 ,        1 ,   0   ,regular  ,          4 ,Chadron State                            , 24 ,        17 ,        1 ,   1   ,regular  ,          5 ,Colorado State-Pueblo       , 13 ,        19 ,        0 ,   0   ,regular  ,          6 ,Adams State                              , 49 ,        14 ,        1 ,   1   ,regular  ,          7 ,Fort Lewis                               , 55 ,         3 ,        1 ,     0 ,regular  ,          8 ,Colorado Mines                           , 26 ,        21 ,        1 ,     1 ,regular  ,          9 ,Western State                            ,  9 ,        23 ,        0 ,   0   ,regular  ,         10 ,Black Hills State                        , 52 ,         9 ,        1 ,   1   ,regular  ,         11 ,South Dakota Mines                       , 13 ,        10 ,        1 ,     0 ,regular  ,         12 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         13 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         14 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         15 ,0                    ,  0 ,         0 ,        0 ,     0 ,regular  
   2146 ,Colorado Mines                           ,2021 ,ii             ,Rocky Mountain              ,         0 ,0                ,  0 ,         0 ,        0 ,     0 ,regular  ,          1 ,Western Oregon                           , 42 ,         3 ,        1 ,   1   ,regular  ,          2 ,New Mexico Highlands                     , 31 ,        21 ,        1 ,   1   ,regular  ,          3 ,Fort Lewis                               , 76 ,         0 ,        1 ,   0   ,regular  ,          4 ,West Texas A&M                           , 21 ,        13 ,        1 ,   0   ,regular  ,          5 ,Western State               , 20 ,        14 ,        1 ,   1   ,regular  ,          6 ,Black Hills State                        , 41 ,        20 ,        1 ,   0   ,regular  ,          7 ,South Dakota Mines                       , 44 ,        24 ,        1 ,     1 ,regular  ,          8 ,Colorado Mesa                            , 21 ,        26 ,        0 ,     0 ,regular  ,          9 ,Chadron State                            , 34 ,         7 ,        1 ,   1   ,regular  ,         10 ,Colorado State-Pueblo                    , 28 ,        12 ,        1 ,   0   ,regular  ,         11 ,Adams State                              , 63 ,         0 ,        1 ,     1 ,regular  ,         12 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         13 ,Bemidji State            , 55 ,         6 ,        1 ,   1   ,regular  ,         14 ,Angelo State             , 34 ,        26 ,        1 ,   1   ,regular  ,         15 ,Valdosta State       , 31 ,        34 ,        0 ,     0 ,regular  
     36 ,Colorado State                           ,2021 ,fbs            ,Mountain West               ,         0 ,0                ,  0 ,         0 ,        0 ,     0 ,regular  ,          1 ,South Dakota State                       , 23 ,        42 ,        0 ,   1   ,regular  ,          2 ,Vanderbilt                               , 21 ,        24 ,        0 ,   1   ,regular  ,          3 ,Toledo                                   , 22 ,         6 ,        1 ,   0   ,regular  ,          4 ,Iowa                                     , 14 ,        24 ,        0 ,   0   ,regular  ,          5 ,0                           ,  0 ,         0 ,        0 ,   0   ,regular  ,          6 ,San Jos� State                           , 32 ,        14 ,        1 ,   1   ,regular  ,          7 ,New Mexico                               , 36 ,         7 ,        1 ,     0 ,regular  ,          8 ,Utah State                               , 24 ,        26 ,        0 ,     0 ,regular  ,          9 ,Boise State                              , 19 ,        28 ,        0 ,   1   ,regular  ,         10 ,Wyoming                                  , 17 ,        31 ,        0 ,   0   ,regular  ,         11 ,Air Force                                , 21 ,        35 ,        0 ,     1 ,regular  ,         12 ,Hawai'i                  , 45 ,        50 ,        0 ,   0   ,regular  ,         13 ,Nevada                   , 10 ,        52 ,        0 ,   1   ,regular  ,         14 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         15 ,0                    ,  0 ,         0 ,        0 ,     0 ,regular  
   2570 ,Colorado State-Pueblo                    ,2021 ,ii             ,Rocky Mountain              ,         0 ,0                ,  0 ,         0 ,        0 ,     0 ,regular  ,          1 ,Texas A&M-Commerce                       ,  6 ,        12 ,        0 ,   1   ,regular  ,          2 ,Grand Valley State                       , 14 ,        34 ,        0 ,   0   ,regular  ,          3 ,Black Hills State                        , 19 ,        16 ,        1 ,   1   ,regular  ,          4 ,South Dakota Mines                       , 49 ,         7 ,        1 ,   0   ,regular  ,          5 ,Colorado Mesa               , 19 ,        13 ,        1 ,   1   ,regular  ,          6 ,Chadron State                            , 42 ,        17 ,        1 ,   0   ,regular  ,          7 ,New Mexico Highlands                     , 21 ,        28 ,        0 ,     0 ,regular  ,          8 ,Adams State                              , 35 ,        28 ,        1 ,     1 ,regular  ,          9 ,Fort Lewis                               , 73 ,         0 ,        1 ,   0   ,regular  ,         10 ,Colorado Mines                           , 12 ,        28 ,        0 ,   1   ,regular  ,         11 ,Western State                            ,  7 ,        14 ,        0 ,     0 ,regular  ,         12 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         13 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         14 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         15 ,0                    ,  0 ,         0 ,        0 ,     0 ,regular  
    171 ,Columbia                                 ,2021 ,fcs            ,Ivy                         ,         0 ,0                ,  0 ,         0 ,        0 ,     0 ,regular  ,          1 ,0                                        ,  0 ,         0 ,        0 ,   0   ,regular  ,          2 ,0                                        ,  0 ,         0 ,        0 ,   0   ,regular  ,          3 ,Marist                                   , 37 ,        14 ,        1 ,   1   ,regular  ,          4 ,Georgetown                               , 35 ,        24 ,        1 ,   1   ,regular  ,          5 ,Princeton                   ,  7 ,        24 ,        0 ,   0   ,regular  ,          6 ,Central Connecticut                      , 22 ,        20 ,        1 ,   0   ,regular  ,          7 ,Pennsylvania                             , 23 ,        14 ,        1 ,     1 ,regular  ,          8 ,Dartmouth                                , 19 ,         0 ,        1 ,     0 ,regular  ,          9 ,Yale                                     , 30 ,        37 ,        0 ,   0   ,regular  ,         10 ,Harvard                                  , 21 ,        49 ,        0 ,   1   ,regular  ,         11 ,Brown                                    , 23 ,        17 ,        1 ,     1 ,regular  ,         12 ,Cornell                  , 34 ,        26 ,        1 ,   0   ,regular  ,         13 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         14 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         15 ,0                    ,  0 ,         0 ,        0 ,     0 ,regular  
   2148 ,Concord                                  ,2021 ,ii             ,Mountain East               ,         0 ,0                ,  0 ,         0 ,        0 ,     0 ,regular  ,          1 ,0                                        ,  0 ,         0 ,        0 ,   0   ,regular  ,          2 ,Glenville State                          , 10 ,        17 ,        0 ,   0   ,regular  ,          3 ,WV Wesleyan                              , 28 ,        25 ,        1 ,   1   ,regular  ,          4 ,Frostburg State                          , 23 ,        42 ,        0 ,   1   ,regular  ,          5 ,Fairmont State              , 27 ,        31 ,        0 ,   0   ,regular  ,          6 ,West Liberty                             , 20 ,        16 ,        1 ,   1   ,regular  ,          7 ,Charleston (WV)                          ,  3 ,        48 ,        0 ,     0 ,regular  ,          8 ,WV State                                 , 32 ,        34 ,        0 ,     1 ,regular  ,          9 ,Wheeling Jesuit                          , 14 ,        15 ,        0 ,   0   ,regular  ,         10 ,Alderson-Broaddus                        , 23 ,        10 ,        1 ,   0   ,regular  ,         11 ,UNC Pembroke                             , 28 ,        25 ,        1 ,     1 ,regular  ,         12 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         13 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         14 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         15 ,0                    ,  0 ,         0 ,        0 ,     0 ,regular  
   3066 ,Concordia-St. Paul                       ,2021 ,ii             ,Northern Sun                ,         0 ,0                ,  0 ,         0 ,        0 ,     0 ,regular  ,          1 ,Winona State                             ,  6 ,        47 ,        0 ,   0   ,regular  ,          2 ,Upper Iowa                               , 24 ,         6 ,        1 ,   1   ,regular  ,          3 ,Sioux Falls                              , 14 ,        50 ,        0 ,   0   ,regular  ,          4 ,Southwest Minnesota State                , 24 ,        34 ,        0 ,   1   ,regular  ,          5 ,Minnesota State             , 10 ,        58 ,        0 ,   0   ,regular  ,          6 ,Bemidji State                            , 14 ,        42 ,        0 ,   1   ,regular  ,          7 ,Minnesota-Duluth                         , 13 ,        33 ,        0 ,     0 ,regular  ,          8 ,Northern State                           , 17 ,        38 ,        0 ,     1 ,regular  ,          9 ,University of Mary                       , 17 ,        42 ,        0 ,   0   ,regular  ,         10 ,Minnesota St-Moorhead                    ,  3 ,        24 ,        0 ,   1   ,regular  ,         11 ,Minot State                              , 20 ,        28 ,        0 ,     0 ,regular  ,         12 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         13 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         14 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         15 ,0                    ,  0 ,         0 ,        0 ,     0 ,regular  
     41 ,Connecticut                              ,2021 ,fbs            ,FBS Independents            ,         0 ,Fresno State     ,  0 ,        45 ,        0 ,     0 ,regular  ,          1 ,Holy Cross                               , 28 ,        38 ,        0 ,   1   ,regular  ,          2 ,Purdue                                   ,  0 ,        49 ,        0 ,   1   ,regular  ,          3 ,Army                                     , 21 ,        52 ,        0 ,   0   ,regular  ,          4 ,Wyoming                                  , 22 ,        24 ,        0 ,   1   ,regular  ,          5 ,Vanderbilt                  , 28 ,        30 ,        0 ,   0   ,regular  ,          6 ,UMass                                    , 13 ,        27 ,        0 ,   0   ,regular  ,          7 ,Yale                                     , 21 ,        15 ,        1 ,     1 ,regular  ,          8 ,Middle Tennessee                         , 13 ,        44 ,        0 ,     1 ,regular  ,          9 ,0                                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         10 ,0                                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         11 ,Clemson                                  ,  7 ,        44 ,        0 ,     0 ,regular  ,         12 ,UCF                      , 17 ,        49 ,        0 ,   0   ,regular  ,         13 ,Houston                  , 17 ,        45 ,        0 ,   1   ,regular  ,         14 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         15 ,0                    ,  0 ,         0 ,        0 ,     0 ,regular  
    172 ,Cornell                                  ,2021 ,fcs            ,Ivy                         ,         0 ,0                ,  0 ,         0 ,        0 ,     0 ,regular  ,          1 ,0                                        ,  0 ,         0 ,        0 ,   0   ,regular  ,          2 ,0                                        ,  0 ,         0 ,        0 ,   0   ,regular  ,          3 ,VMI                                      , 21 ,        31 ,        0 ,   1   ,regular  ,          4 ,Yale                                     , 17 ,        23 ,        0 ,   0   ,regular  ,          5 ,Bucknell                    , 10 ,        21 ,        0 ,   0   ,regular  ,          6 ,Harvard                                  , 10 ,        24 ,        0 ,   0   ,regular  ,          7 ,Colgate                                  , 34 ,        20 ,        1 ,     1 ,regular  ,          8 ,Brown                                    , 45 ,        49 ,        0 ,     1 ,regular  ,          9 ,Princeton                                , 16 ,        34 ,        0 ,   1   ,regular  ,         10 ,Pennsylvania                             , 15 ,        12 ,        1 ,   0   ,regular  ,         11 ,Dartmouth                                ,  7 ,        41 ,        0 ,     0 ,regular  ,         12 ,Columbia                 , 26 ,        34 ,        0 ,   1   ,regular  ,         13 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         14 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         15 ,0                    ,  0 ,         0 ,        0 ,     0 ,regular  
    159 ,Dartmouth                                ,2021 ,fcs            ,Ivy                         ,         0 ,0                ,  0 ,         0 ,        0 ,     0 ,regular  ,          1 ,0                                        ,  0 ,         0 ,        0 ,   0   ,regular  ,          2 ,0                                        ,  0 ,         0 ,        0 ,   0   ,regular  ,          3 ,Valparaiso                               , 28 ,        18 ,        1 ,   0   ,regular  ,          4 ,Sacred Heart                             , 41 ,         3 ,        1 ,   1   ,regular  ,          5 ,Pennsylvania                , 31 ,         7 ,        1 ,   0   ,regular  ,          6 ,Yale                                     , 24 ,        17 ,        1 ,   1   ,regular  ,          7 ,New Hampshire                            , 38 ,        21 ,        1 ,     0 ,regular  ,          8 ,Columbia                                 ,  0 ,        19 ,        0 ,     1 ,regular  ,          9 ,Harvard                                  , 20 ,        17 ,        1 ,   0   ,regular  ,         10 ,Princeton                                , 31 ,         7 ,        1 ,   1   ,regular  ,         11 ,Cornell                                  , 41 ,         7 ,        1 ,     1 ,regular  ,         12 ,Brown                    , 52 ,        31 ,        1 ,   0   ,regular  ,         13 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         14 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         15 ,0                    ,  0 ,         0 ,        0 ,     0 ,regular  
 110254 ,Davenport                                ,2021 ,ii             ,GLIAC                       ,         0 ,0                ,  0 ,         0 ,        0 ,     0 ,regular  ,          1 ,Truman State                             , 14 ,        31 ,        0 ,   1   ,regular  ,          2 ,0                                        ,  0 ,         0 ,        0 ,   0   ,regular  ,          3 ,Northern Michigan                        , 14 ,        20 ,        0 ,   0   ,regular  ,          4 ,Ferris State                             ,  0 ,        38 ,        0 ,   0   ,regular  ,          5 ,Michigan Tech               ,  7 ,        31 ,        0 ,   0   ,regular  ,          6 ,Northern Michigan                        , 18 ,        13 ,        1 ,   1   ,regular  ,          7 ,Wayne State (MI)                         ,  3 ,        16 ,        0 ,     1 ,regular  ,          8 ,Northwood (MI)                           , 21 ,        14 ,        1 ,     0 ,regular  ,          9 ,Saginaw Valley                           ,  3 ,        24 ,        0 ,   1   ,regular  ,         10 ,Ferris State                             , 14 ,        50 ,        0 ,   1   ,regular  ,         11 ,Grand Valley State                       ,  0 ,        42 ,        0 ,     0 ,regular  ,         12 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         13 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         14 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         15 ,0                    ,  0 ,         0 ,        0 ,     0 ,regular  
   2166 ,Davidson                                 ,2021 ,fcs            ,Pioneer                     ,         0 ,0                ,  0 ,         0 ,        0 ,     0 ,regular  ,          1 ,VMI                                      , 24 ,        45 ,        0 ,   0   ,regular  ,          2 ,Shaw                                     , 28 ,        26 ,        1 ,   1   ,regular  ,          3 ,0                                        ,  0 ,         0 ,        0 ,   0   ,regular  ,          4 ,San Diego                                , 28 ,        16 ,        1 ,   1   ,regular  ,          5 ,Stetson                     , 35 ,        28 ,        1 ,   0   ,regular  ,          6 ,0                                        ,  0 ,         0 ,        0 ,   0   ,regular  ,          7 ,Presbyterian College                     , 70 ,        35 ,        1 ,     1 ,regular  ,          8 ,Butler                                   , 49 ,        35 ,        1 ,     0 ,regular  ,          9 ,Morehead State                           , 29 ,        22 ,        1 ,   0   ,regular  ,         10 ,St. Thomas (MN)                          , 42 ,        15 ,        1 ,   1   ,regular  ,         11 ,Dayton                                   , 29 ,        38 ,        0 ,     0 ,regular  ,         12 ,Drake                    , 45 ,        14 ,        1 ,   1   ,regular  ,         13 ,Kennesaw State           , 21 ,        48 ,        0 ,   0   ,regular  ,         14 ,0                        ,  0 ,         0 ,        0 ,   0   ,regular  ,         15 ,0                    ,  0 ,         0 ,        0 ,     0 ,regular  
